0.014,0.011,0.003,0.006,0.004,0.208,0.000,0.316,0.215
0.014,0.010,0.004,0.007,0.003,0.208,0.000,0.302,0.178
0.015,0.010,0.005,0.007,0.003,0.210,0.000,0.310,0.193
0.014,0.010,0.004,0.007,0.003,0.211,0.000,0.306,0.184
0.015,0.011,0.004,0.007,0.004,0.209,0.001,0.307,0.183
0.014,0.010,0.004,0.006,0.004,0.024,0.001,0.121,0.073
0.014,0.010,0.004,0.006,0.004,0.024,0.000,0.118,0.074
0.014,0.010,0.004,0.008,0.003,0.026,0.000,0.127,0.078
0.014,0.010,0.004,0.006,0.004,0.024,0.001,0.120,0.072
0.017,0.012,0.005,0.007,0.004,0.028,0.000,0.143,0.085
0.014,0.010,0.004,0.006,0.003,0.025,0.000,0.118,0.076
0.014,0.010,0.004,0.006,0.004,0.024,0.000,0.117,0.074
0.015,0.011,0.004,0.023,0.004,0.025,0.000,0.149,0.093
0.014,0.010,0.004,0.006,0.004,0.024,0.000,0.120,0.074
0.014,0.010,0.004,0.007,0.003,0.025,0.000,0.119,0.074
0.028,0.024,0.004,0.006,0.004,0.024,0.000,0.137,0.078
0.013,0.010,0.003,0.007,0.004,0.024,0.000,0.121,0.075
0.014,0.010,0.004,0.007,0.003,0.025,0.000,0.118,0.071
0.013,0.010,0.003,0.007,0.003,0.024,0.000,0.119,0.076
0.031,0.028,0.003,0.007,0.003,0.027,0.000,0.156,0.090
0.013,0.010,0.003,0.007,0.004,0.025,0.000,0.133,0.086
0.013,0.010,0.003,0.009,0.007,0.025,0.000,0.125,0.080
0.016,0.011,0.005,0.009,0.007,0.027,0.000,0.135,0.088
0.015,0.011,0.004,0.009,0.006,0.025,0.000,0.127,0.082
0.015,0.011,0.004,0.009,0.006,0.025,0.000,0.129,0.083
0.014,0.010,0.004,0.009,0.007,0.024,0.000,0.128,0.081
0.014,0.010,0.004,0.009,0.007,0.024,0.000,0.124,0.080
