-60.0,-132.2184
-59.9,-132.2831
-59.8,-132.3455
-59.7,-132.4056
-59.6,-132.4633
-59.5,-132.5186
-59.4,-132.5714
-59.3,-132.6217
-59.2,-132.6696
-59.1,-132.7149
-59.0,-132.7576
-58.9,-132.7977
-58.8,-132.8353
-58.7,-132.8701
-58.6,-132.9023
-58.5,-132.9318
-58.4,-132.9586
-58.3,-132.9827
-58.2,-133.0040
-58.1,-133.0225
-58.0,-133.0382
-57.9,-133.0512
-57.8,-133.0613
-57.7,-133.0686
-57.6,-133.0730
-57.5,-133.0746
-57.4,-133.0733
-57.3,-133.0692
-57.2,-133.0621
-57.1,-133.0522
-57.0,-133.0395
-56.9,-133.0238
-56.8,-133.0053
-56.7,-132.9838
-56.6,-132.9595
-56.5,-132.9324
-56.4,-132.9024
-56.3,-132.8695
-56.2,-132.8339
-56.1,-132.7954
-56.0,-132.7541
-55.9,-132.7101
-55.8,-132.6633
-55.7,-132.6138
-55.6,-132.5616
-55.5,-132.5068
-55.4,-132.4494
-55.3,-132.3895
-55.2,-132.3270
-55.1,-132.2621
-55.0,-132.1948
-54.9,-132.1251
-54.8,-132.0532
-54.7,-131.9791
-54.6,-131.9029
-54.5,-131.8247
-54.4,-131.7445
-54.3,-131.6625
-54.2,-131.5787
-54.1,-131.4933
-54.0,-131.4064
-53.9,-131.3181
-53.8,-131.2286
-53.7,-131.1379
-53.6,-131.0462
-53.5,-130.9537
-53.4,-130.8605
-53.3,-130.7669
-53.2,-130.6728
-53.1,-130.5786
-53.0,-130.4845
-52.9,-130.3905
-52.8,-130.2970
-52.7,-130.2041
-52.6,-130.1119
-52.5,-130.0209
-52.4,-129.9310
-52.3,-129.8426
-52.2,-129.7559
-52.1,-129.6711
-52.0,-129.5883
-51.9,-129.5080
-51.8,-129.4301
-51.7,-129.3551
-51.6,-129.2830
-51.5,-129.2141
-51.4,-129.1486
-51.3,-129.0867
-51.2,-129.0286
-51.1,-128.9744
-51.0,-128.9243
-50.9,-128.8785
-50.8,-128.8371
-50.7,-128.8002
-50.6,-128.7680
-50.5,-128.7406
-50.4,-128.7180
-50.3,-128.7003
-50.2,-128.6876
-50.1,-128.6799
-50.0,-128.6772
-49.9,-128.6796
-49.8,-128.6869
-49.7,-128.6993
